By Year,TEAM,GP,MIN,OffRtg,DefRtg,NetRtg,AST%,AST/TO,AST Ratio,OREB%,DREB%,REB%,TO Ratio,eFG%,TS%,USG%,PACE,PIE,player_name,player_id
2017-18,NOP,75,36.4,109.2,104.3,5.0,10.4,1.07,8.5,7.0,21.3,14.6,7.9,55.2,61.2,29.1,102.71,18.8,Anthony Davis,10
2016-17,NOP,75,36.1,105.2,104.1,1.1,11.0,0.87,7.4,6.2,24.1,15.5,8.5,51.8,58.0,32.1,98.95,19.2,Anthony Davis,10
2015-16,NOP,61,35.5,103.7,107.8,-4.1,10.0,0.96,7.5,5.9,23.4,14.5,7.8,50.8,55.9,29.0,98.35,16.5,Anthony Davis,10
2014-15,NOP,68,36.1,109.9,103.8,6.1,10.9,1.57,9.1,7.2,21.5,14.4,5.8,53.6,59.1,27.2,93.4,19.2,Anthony Davis,10
2013-14,NOP,67,35.2,106.6,108.7,-2.1,7.8,0.96,7.4,9.1,20.8,15.0,7.7,52.0,58.2,25.0,93.84,16.4,Anthony Davis,10
2012-13,NOH,64,28.8,104.0,107.8,-3.8,6.0,0.71,6.8,9.4,21.3,15.2,9.6,51.6,55.9,21.2,91.04,13.5,Anthony Davis,10
2024-25,LAL,31,34.7,112.8,113.9,-1.0,17.7,1.62,13.0,7.6,25.0,16.7,8.0,54.7,60.3,29.5,99.22,18.1,Anthony Edwards,16
2023-24,LAL,76,35.5,116.5,114.0,2.6,15.1,1.67,13.8,9.3,25.2,17.6,8.3,56.7,62.1,26.1,102.06,16.8,Anthony Edwards,16
2022-23,LAL,56,34.0,114.3,109.5,4.8,12.8,1.21,10.4,10.2,24.8,17.7,8.6,57.3,62.7,27.7,102.39,18.6,Anthony Edwards,16
2021-22,LAL,40,35.1,105.9,108.9,-3.0,14.7,1.49,12.2,7.2,19.6,13.4,8.2,54.2,57.8,26.3,101.79,15.9,Anthony Edwards,16
2020-21,LAL,36,32.3,112.5,107.4,5.2,15.4,1.49,12.4,5.4,19.8,12.5,8.3,51.2,55.6,28.7,99.29,15.3,Anthony Edwards,16
2019-20,LAL,62,34.4,111.3,106.4,5.0,15.3,1.3,12.0,6.5,19.7,13.1,9.3,53.6,61.0,28.4,102.47,17.9,Anthony Edwards,16
2018-19,NOP,56,33.0,113.5,110.1,3.4,18.6,1.95,14.1,8.9,24.9,17.0,7.3,54.0,59.7,28.8,103.73,19.7,Anthony Edwards,16
2017-18,NOP,75,36.4,109.2,104.3,5.0,10.4,1.07,8.5,7.0,21.3,14.6,7.9,55.2,61.2,29.1,102.71,18.8,Anthony Edwards,16
2016-17,NOP,75,36.1,105.2,104.1,1.1,11.0,0.87,7.4,6.2,24.1,15.5,8.5,51.8,58.0,32.1,98.95,19.2,Anthony Edwards,16
2015-16,NOP,61,35.5,103.7,107.8,-4.1,10.0,0.96,7.5,5.9,23.4,14.5,7.8,50.8,55.9,29.0,98.35,16.5,Anthony Edwards,16
2014-15,NOP,68,36.1,109.9,103.8,6.1,10.9,1.57,9.1,7.2,21.5,14.4,5.8,53.6,59.1,27.2,93.4,19.2,Anthony Edwards,16
2013-14,NOP,67,35.2,106.6,108.7,-2.1,7.8,0.96,7.4,9.1,20.8,15.0,7.7,52.0,58.2,25.0,93.84,16.4,Anthony Edwards,16
2012-13,NOH,64,28.8,104.0,107.8,-3.8,6.0,0.71,6.8,9.4,21.3,15.2,9.6,51.6,55.9,21.2,91.04,13.5,Anthony Edwards,16
2024-25,LAL,31,34.8,115.1,114.0,1.2,24.7,2.36,24.5,2.8,9.4,6.2,10.3,53.2,57.7,22.4,99.62,10.3,Austin Reaves,61
2023-24,LAL,82,32.1,114.6,115.6,-1.0,23.7,2.59,26.9,2.3,10.7,6.7,10.4,56.8,61.3,19.8,101.93,10.5,Austin Reaves,61
2022-23,LAL,64,28.8,115.4,110.5,4.9,15.5,2.17,23.7,1.8,7.9,5.1,10.9,61.6,68.7,15.4,103.38,10.0,Austin Reaves,61
2021-22,LAL,61,23.2,110.8,109.0,1.8,10.1,2.75,21.2,3.1,9.9,6.6,7.7,54.2,60.0,12.1,101.81,7.6,Austin Reaves,61
2024-25,MIA,35,34.4,110.3,110.1,0.2,21.5,2.15,20.6,6.7,22.1,14.2,9.6,48.2,52.4,22.5,97.17,13.0,Bam Adebayo,79
2023-24,MIA,71,34.0,110.1,109.3,0.8,19.3,1.72,17.0,6.7,24.2,15.4,9.9,52.9,57.6,24.7,97.43,15.2,Bam Adebayo,79
2022-23,MIA,75,34.6,113.0,111.2,1.8,15.4,1.28,13.9,7.3,20.6,13.9,10.9,54.1,59.2,25.1,97.04,14.2,Bam Adebayo,79
2021-22,MIA,56,32.6,113.1,104.9,8.1,17.2,1.28,15.7,8.0,23.4,15.9,12.2,55.7,60.8,24.8,97.21,16.1,Bam Adebayo,79
2020-21,MIA,64,33.5,110.2,109.6,0.6,26.7,2.05,23.6,7.0,20.4,13.9,11.5,57.1,62.6,23.3,97.71,16.1,Bam Adebayo,79
2019-20,MIA,72,33.6,112.6,107.7,5.0,23.8,1.8,24.0,7.7,22.4,15.3,13.3,55.8,59.8,21.2,98.36,14.7,Bam Adebayo,79
2018-19,MIA,82,23.3,105.0,104.5,0.5,14.6,1.52,20.7,8.3,22.1,15.1,13.6,57.9,62.3,15.7,99.5,13.3,Bam Adebayo,79
2017-18,MIA,69,19.8,101.9,102.6,-0.6,11.5,1.53,17.2,8.6,19.4,14.0,11.3,51.2,57.0,15.7,96.29,11.1,Bam Adebayo,79
2024-25,IND,37,33.0,113.9,112.2,1.6,8.2,0.9,10.3,3.9,14.3,9.3,11.5,52.6,58.3,21.3,100.61,8.8,Bennedict Mathurin,74
2023-24,IND,59,26.1,115.0,117.9,-2.9,10.5,1.23,12.2,3.8,11.3,7.5,10.0,50.7,56.2,22.6,103.79,8.7,Bennedict Mathurin,74
2022-23,IND,78,28.5,111.5,115.8,-4.3,7.8,0.76,8.2,3.7,10.3,6.9,10.8,48.7,56.6,23.5,103.25,8.7,Bennedict Mathurin,74
2024-25,PHX,25,33.1,108.7,117.6,-8.9,16.1,1.59,15.7,2.3,8.3,5.4,9.9,56.0,57.8,22.9,99.51,8.9,Bradley Beal,66
2023-24,PHX,53,33.3,116.2,113.2,3.0,21.5,2.02,22.3,3.3,9.9,6.8,11.0,58.2,60.7,22.4,100.08,10.6,Bradley Beal,66
2022-23,WAS,50,33.5,116.6,115.9,0.7,26.0,1.87,19.6,2.6,9.1,6.0,10.5,55.1,59.3,28.8,97.94,12.9,Bradley Beal,66
2021-22,WAS,40,36.0,107.1,110.5,-3.5,30.9,1.96,21.1,2.6,9.9,6.4,10.8,49.2,53.9,29.7,99.36,12.3,Bradley Beal,66
2020-21,WAS,60,35.8,114.4,114.8,-0.4,20.2,1.42,13.2,3.3,9.4,6.4,9.3,53.2,59.3,33.1,105.21,14.5,Bradley Beal,66
2019-20,WAS,57,36.0,113.1,117.6,-4.5,28.5,1.79,17.1,2.4,9.5,5.8,9.5,52.0,57.9,33.8,103.64,14.3,Bradley Beal,66
2018-19,WAS,82,36.9,111.7,113.5,-1.8,23.3,2.0,18.2,2.8,10.4,6.6,9.1,54.0,58.1,27.8,102.79,12.8,Bradley Beal,66
2017-18,WAS,82,36.3,108.7,106.3,2.4,20.6,1.74,16.9,2.1,10.1,6.2,9.7,52.7,56.4,26.8,97.82,12.5,Bradley Beal,66
2016-17,WAS,77,34.9,113.5,107.9,5.6,15.4,1.71,14.2,2.0,7.0,4.5,8.3,56.6,60.4,25.8,98.84,11.9,Bradley Beal,66
2015-16,WAS,55,31.1,104.8,105.0,-0.2,15.3,1.45,14.2,2.4,8.8,5.5,9.8,51.5,54.7,24.5,100.54,9.9,Bradley Beal,66
2014-15,WAS,63,33.5,105.6,101.1,4.5,14.4,1.58,15.7,2.9,8.5,5.8,10.0,48.9,52.1,22.2,94.73,9.2,Bradley Beal,66
2013-14,WAS,73,34.7,104.8,102.7,2.0,15.5,1.9,15.2,2.2,9.0,5.6,8.0,47.9,50.7,24.0,94.11,9.5,Bradley Beal,66
2012-13,WAS,56,31.2,98.3,100.6,-2.2,13.6,1.52,14.0,2.4,9.6,6.0,9.2,47.7,51.5,21.8,94.3,9.3,Bradley Beal,66
2024-25,NOP,18,33.1,107.0,117.7,-10.7,28.0,1.35,18.0,2.7,14.0,8.3,13.3,53.0,56.0,30.5,97.49,12.2,Brandon Ingram,31
2023-24,NOP,64,32.9,116.6,112.6,4.0,25.9,2.23,21.7,2.1,13.3,7.8,9.7,53.4,57.8,26.9,98.78,12.6,Brandon Ingram,31
2022-23,NOP,45,34.2,115.5,112.5,3.0,27.7,1.77,19.3,1.5,14.5,8.1,10.9,52.2,58.2,30.6,98.87,14.4,Brandon Ingram,31
2021-22,NOP,55,34.0,112.7,109.4,3.3,26.8,2.03,19.5,1.9,15.2,8.6,9.6,49.8,55.4,29.1,98.07,13.9,Brandon Ingram,31
2020-21,NOP,61,34.3,115.1,114.2,1.0,21.8,1.92,17.6,1.6,12.6,7.1,9.2,53.1,58.4,27.9,99.97,12.8,Brandon Ingram,31
2019-20,NOP,62,33.9,110.0,111.3,-1.3,19.2,1.37,15.3,2.3,14.4,8.4,11.2,53.1,58.7,27.5,105.01,13.0,Brandon Ingram,31
